,algorithm,experiment,generation,Hypervolume,GD,IGD,GDPlus,IGDPlus,Scalarized-objective
0,RNSGA2,1,0,0.2760142983963594,11.280713174681118,16.66472129134164,11.170118335891388,15.12313713350504,-44.069306691487625
1,RNSGA2,1,1,0.3242093333011886,11.119947236978154,14.341212124787997,10.923281955812925,13.4126604711542,-45.24842007954915
2,RNSGA2,1,2,0.32427190205680423,12.423887856226424,14.00277473033078,12.164239311469686,13.4126604711542,-45.24842007954915
3,RNSGA2,1,3,0.3821317156817469,12.176214516186095,13.126264335588777,11.928693886249686,12.631530876888506,-45.24842007954915
4,RNSGA2,1,4,0.40341892754976966,12.405953568860273,13.784696372676288,12.162021825362512,11.797809777055805,-45.24842007954915
5,RNSGA2,1,5,0.4991511033343079,8.24617284620226,10.531555541420694,8.046832417195345,9.465124107857418,-45.24842007954915
6,RNSGA2,1,6,0.5948715381735356,6.911659601590003,9.19677186122476,6.710950374080933,7.877960643537542,-45.609752337137856
7,RNSGA2,1,7,0.6431900103887668,5.472956007245686,7.081759807865949,5.259552629615127,5.71305139523574,-49.07230122884114
8,RNSGA2,1,8,0.6552791977302914,4.908693623941633,6.986691597722082,4.711306095887727,5.682090489114081,-49.07230122884114
9,RNSGA2,1,9,0.6563923938423333,4.923715468648086,6.986691597722082,4.7451267527897905,5.682090489114081,-49.07230122884114
10,RNSGA2,1,10,0.6624340623547371,4.85626334462704,6.759541523287359,4.6252124338485805,5.4952925009833375,-49.07230122884114
11,RNSGA2,1,11,0.6738132314734964,4.066290774190117,6.069825136307081,3.878924621835549,5.221757330432597,-49.07230122884114
12,RNSGA2,1,12,0.6930873832303619,4.526244571050448,5.867113192612428,4.3425454393563525,4.936775715799824,-49.07230122884114
13,RNSGA2,1,13,0.6931415509015916,4.287264596275234,5.8138824857076035,4.095870692391001,4.936689893491217,-49.07230122884114
14,RNSGA2,1,14,0.6931425856576802,4.086166373218745,5.799478069810131,3.9057347482485576,4.936689893491217,-49.07230122884114
15,RNSGA2,1,15,0.6931440863619988,3.8691755412426376,5.798512565468588,3.7027325537278983,4.936689893491217,-49.07230122884114
16,RNSGA2,1,16,0.6931631279072349,3.781603103431069,5.7894468655365365,3.6165636067666056,4.936689893491217,-49.07230122884114
17,RNSGA2,1,17,0.6931699753236825,3.6483131164234934,5.78119945200132,3.500532409732776,4.935850494342092,-49.07230122884114
18,RNSGA2,1,18,0.6942324722831655,3.5000162046479915,5.773281689456558,3.3356314385695978,4.931161192298157,-49.07230122884114
19,RNSGA2,1,19,0.6942342524302368,3.5067218022346136,5.770039773966626,3.348108563813319,4.9310970061910755,-49.07230122884114
20,RNSGA2,1,20,0.6943441435092917,3.546973136710786,5.9695381763625335,3.385654880303371,4.951057258118669,-49.07230122884114
21,RNSGA2,1,21,0.6247207402560984,3.2691163335542317,7.40625521316087,3.1036423863417837,6.739801596748427,-47.91305287679036
22,RNSGA2,1,22,0.3014561241389295,2.7221802541015787,13.762092022420969,2.546205839255571,12.80048358903998,-45.4796396891276
23,RNSGA2,1,23,0.29977552324943746,2.7200866640456316,13.99426583708245,2.5300918472222795,13.053517130752752,-45.02898089090983
24,RNSGA2,1,24,0.3745172700451156,2.938215331660366,12.569009078215975,2.784306755203665,11.791735349253063,-45.986962636311844
25,RNSGA2,2,0,0.266576593081671,11.677033974361287,20.977529319040666,11.677033974361287,20.168384258460417,-41.47317632039388
26,RNSGA2,2,1,0.3089024056094737,13.692029182487211,16.32140974197791,13.662383935042573,13.800224907142963,-41.47317632039388
27,RNSGA2,2,2,0.427417534709475,8.25289705072088,12.082413594538638,8.190031734851257,9.481198257407152,-46.98619842529297
28,RNSGA2,2,3,0.42751601849939697,7.583032921574697,11.16783563923857,7.527152640801698,9.481198257407152,-46.98619842529297
