,algorithm,experiment,generation,Hypervolume,GD,IGD,GDPlus,IGDPlus,Scalarized-objective
0,NSGA2,1,0,0.0,101.53034010941414,205.7780427322618,81.4832383482495,203.6733966484437,-33.35361099243164
1,NSGA2,1,1,0.0,120.20490639461968,198.85792239076747,99.53744679468296,196.71018108308988,-35.39909791946411
2,NSGA2,1,2,0.047270120628622556,90.25256170839964,157.77590824900287,72.38344767480444,157.49635566351273,-77.09491729736328
3,NSGA2,1,3,0.05797154996852519,87.9716421461093,157.0983937896342,64.77941014807107,155.412672656153,-77.84714794158936
4,NSGA2,1,4,0.06655112540246072,78.38344791483968,154.64662063535732,55.2320769951169,152.1241534613499,-78.30983924865723
5,NSGA2,1,5,0.09865277935070046,67.35940429560075,137.3089007350037,43.04956327637078,133.42152886009922,-98.70547771453857
6,NSGA2,1,6,0.14162408074909622,59.10027457668874,115.4398246522431,40.726256358598945,110.09333865444697,-119.93857765197754
7,NSGA2,1,7,0.16431293985902645,55.770038807295585,115.4398246522431,37.91824244258332,110.09333865444697,-119.93857765197754
8,NSGA2,1,8,0.16777385662136304,57.78737271493445,113.15036278920812,35.79539403913222,107.85213383485831,-122.51323318481445
9,NSGA2,1,9,0.1888819509010756,59.74589074378372,112.23861274456594,32.99913435069189,106.94038379021615,-122.51323318481445
10,NSGA2,1,10,0.18906916393985299,52.4020616755952,74.55853939967383,28.134570672187067,70.75944600113272,-159.85406112670898
11,NSGA2,1,11,0.23694114224833904,52.89005710138249,92.09476104281578,28.52587126320348,70.12747820599964,-159.85406112670898
12,NSGA2,1,12,0.23694114224833904,51.27643661602715,91.82872771219147,26.565683623694554,69.86144487537534,-159.85406112670898
13,NSGA2,1,13,0.2775010843576945,45.11366243011033,80.27829377666653,22.958685354755932,68.62388133275549,-159.85406112670898
14,NSGA2,1,14,0.2775010843576945,45.11366243011033,80.27829377666653,22.958685354755932,68.62388133275549,-159.85406112670898
15,NSGA2,1,15,0.2779003348771749,44.49664077555048,79.96949218008676,22.943055268492913,68.61980391894775,-159.85406112670898
16,NSGA2,1,16,0.27793374650844793,44.700006380870676,79.95275393386599,23.44514992949504,68.61980391894775,-159.85406112670898
17,NSGA2,1,17,0.27793374650844793,44.700006380870676,79.95275393386599,23.44514992949504,68.61980391894775,-159.85406112670898
18,NSGA2,1,18,0.27793374650844793,44.700006380870676,79.95275393386599,23.44514992949504,68.61980391894775,-159.85406112670898
19,NSGA2,1,19,0.28128782528172735,46.44526696672896,79.72255759344553,22.172606439303436,68.50669648645794,-159.85406112670898
20,NSGA2,1,20,0.2939169864289176,44.35407950753581,78.73023068585282,22.52870652695494,67.62143430573367,-159.85406112670898
21,NSGA2,1,21,0.33045881587912596,41.99515289315173,76.99973783124521,20.0941608486978,65.56662812789571,-160.50500106811523
22,NSGA2,1,22,0.33045881587912596,41.56114648857809,76.99973783124521,21.513164525538482,65.56662812789571,-160.50500106811523
23,NSGA2,1,23,0.35103842430207444,33.92320277138751,74.36305718092807,22.936713754955022,65.34102295105298,-160.50500106811523
24,NSGA2,1,24,0.3819235301125927,31.061092125174973,55.95148564067724,16.415638740370092,46.905062299569046,-186.598388671875
25,NSGA2,2,0,0.018985006267593155,128.01910143758056,217.2469881591769,119.2786195183598,216.8179300714702,-27.040534019470215
26,NSGA2,2,1,0.018985006267593155,130.11692067675756,195.53148151818033,123.99299491270692,194.68631610043082,-43.83258533477783
27,NSGA2,2,2,0.04214246605117695,134.74890219841114,196.4652117409823,122.82819363013517,194.42685031668515,-43.85059452056885
28,NSGA2,2,3,0.04214246605117695,136.65282918209041,196.1828821587201,124.6414505824388,194.42685031668515,-43.85059452056885
29,NSGA2,2,4,0.04214246605117695,131.92019535250068,185.0936552373684,123.01231380835783,183.24139870880003,-71.27482414245605
30,NSGA2,2,5,0.06564976731694636,119.37894974393338,181.35141963091831,108.41959320246822,181.24694240877022,-71.27482414245605
31,NSGA2,2,6,0.06606679866136186,60.963827921981256,141.2852943848184,43.25875228499975,132.46917979464496,-115.58169031143188
32,NSGA2,2,7,0.09598869443214554,53.425139504719354,134.41371570084092,47.97519034754491,131.19500156124906,-115.58169031143188
33,NSGA2,2,8,0.0963846612405526,55.63535522273296,134.41371570084092,46.62654355991299,131.19500156124906,-115.58169031143188
34,NSGA2,2,9,0.10195069406901038,53.990449965836014,132.00920468393562,44.62116844961425,129.63669640139003,-115.58169031143188
35,NSGA2,2,10,0.14968633781661872,51.05259523125533,129.28669427383062,48.205361577200314,128.52410039475663,-115.58169031143188
36,NSGA2,2,11,0.23293858253379784,60.99993521649034,128.7789429075845,51.70818686274738,126.3977698635165,-124.18118977546692
37,NSGA2,2,12,0.24879530555397417,57.235753075707805,112.43811991246517,44.29369708627452,109.53810216707936,-135.8994426727295
38,NSGA2,2,13,0.27694120891838075,54.72515105149893,120.9388426131396,36.393068777041165,107.11117405001221,-135.8994426727295
39,NSGA2,2,14,0.27694120891838075,59.4494285504658,120.9388426131396,42.658626723490116,107.11117405001221,-135.8994426727295
40,NSGA2,2,15,0.2923634469515905,43.97808188435175,111.08678154008491,26.97427288760792,96.56062758525417,-144.60138511657715
41,NSGA2,2,16,0.29483351654471057,38.64105307548591,104.35680538948715,20.947663546794917,89.83065000319513,-149.52837944030762
42,NSGA2,2,17,0.29520579302839045,43.248943674608974,104.35680538948715,28.083181221445273,89.83065000319513,-149.52837944030762
43,NSGA2,2,18,0.3610302447323919,39.699932639200654,97.56999695475228,31.729895603375518,82.95330374329339,-156.0315284729004
44,NSGA2,2,19,0.3610302447323919,25.03273034065935,87.04294761929151,14.655628204345703,72.42625440783263,-160.59255599975586
45,NSGA2,2,20,0.3613233189163614,30.683159058710537,80.92358823494914,24.023644995908764,66.30689502349024,-160.59255599975586
46,NSGA2,2,21,0.3843462504854383,32.001526575886295,71.55477109499783,20.502408345540363,64.99904753724847,-166.5832061767578
47,NSGA2,2,22,0.3843462504854383,32.001526575886295,71.55477109499783,20.502408345540363,64.99904753724847,-166.5832061767578
48,NSGA2,2,23,0.39447853349229733,29.349836932311014,68.80600152736831,19.404370989118302,64.93094358110886,-166.5832061767578
49,NSGA2,2,24,0.39818664801077386,26.49093034012592,65.48579935277601,18.019253302624662,63.77231793955461,-169.47641372680664
50,NSGA2,3,0,0.0,133.1267014749482,208.7704631071601,118.32106755228926,206.8926599343052,-40.29223680496216
51,NSGA2,3,1,0.028041210517770535,118.10276027598522,200.72756614829083,103.0971705699973,200.72731396703475,-40.29223680496216
52,NSGA2,3,2,0.18804529990866345,139.78240028240182,198.39609133715325,129.53108104452653,184.82697744682247,-40.29223680496216
53,NSGA2,3,3,0.18804529990866345,87.7571220991885,176.03108016462664,86.34468675233668,162.46196627429583,-60.46984243392944
54,NSGA2,3,4,0.24055612608861307,64.2873292943865,174.34632028162912,61.01271033033898,161.5561211903128,-60.46984243392944
55,NSGA2,3,5,0.24055612608861307,86.13031882212147,174.34632028162912,77.1167314629642,161.5561211903128,-60.46984243392944
56,NSGA2,3,6,0.24055612608861307,91.27886769563126,168.19319902376935,83.1315645095055,155.402999932453,-68.90517473220825
57,NSGA2,3,7,0.24055612608861307,70.95946016489727,157.01956837526532,60.56087146269569,144.229369283949,-79.5494441986084
58,NSGA2,3,8,0.286418563045633,59.6655574334694,143.20753744483463,43.95629942677114,128.93437056907885,-100.91439628601074
59,NSGA2,3,9,0.300000008385462,52.89229781019861,126.96938149536568,37.23114447523139,115.72216471226521,-117.35720634460449
60,NSGA2,3,10,0.3584828027008435,38.03441208836359,93.67353892452986,26.028979703189023,80.07382157367171,-143.17240142822266
61,NSGA2,3,11,0.3584828027008435,36.07448923805733,92.06512505824736,24.590806258520452,78.56794651879302,-143.17240142822266
62,NSGA2,3,12,0.36129169895177726,30.113947947666617,91.92016221036067,19.828802464578132,75.76478847326625,-154.56661224365234
63,NSGA2,3,13,0.4300548575750839,25.77046566575357,87.63460452469567,15.462749728412172,74.98343365201966,-154.56661224365234
64,NSGA2,3,14,0.46775102456781226,24.446618293674405,78.36394365958041,14.108624123208983,74.82064557300025,-154.56661224365234
65,NSGA2,3,15,0.49658227942955185,22.865566619148908,67.92902380289776,18.936170216752263,66.64452619838373,-154.56661224365234
66,NSGA2,3,16,0.49658227942955185,23.953198117159236,67.43673851328282,20.254670924601033,66.15224090876879,-154.56661224365234
67,NSGA2,3,17,0.6024689869196111,31.665928378593748,65.80977159392799,15.085013878895918,56.110008878467404,-176.26889419555664
68,NSGA2,3,18,0.6024689869196111,31.665928378593748,65.80977159392799,15.085013878895918,56.110008878467404,-176.26889419555664
69,NSGA2,3,19,0.6049592641971024,29.16784446357686,63.506047423256575,14.084530424063225,56.096490918209255,-176.26889419555664
70,NSGA2,3,20,0.6091000138761706,20.506353386277777,56.62159092873809,5.929538010968799,50.20932029460326,-180.92313385009766
71,NSGA2,3,21,0.6201821635081668,18.293867042851833,55.33730236717045,4.394937859059077,48.977760304546166,-181.84746932983398
72,NSGA2,3,22,0.6201821635081668,18.293867042851833,55.33730236717045,4.394937859059077,48.977760304546166,-181.84746932983398
73,NSGA2,3,23,0.6324724137048745,19.539893815800475,53.065308735288866,7.030857550386996,46.9524678173617,-181.84746932983398
74,NSGA2,3,24,0.6421523471836316,19.234109260912575,50.23011966375859,7.379014177109627,46.89306535154139,-181.84746932983398
75,NSGA2,4,0,0.0,127.2237207391145,207.06415920715557,123.66395036516091,206.52475348740683,-34.91454887390137
