,algorithm,experiment,generation,Hypervolume,GD,IGD,GDPlus,IGDPlus,Scalarized-objective
1034,SMSEMOA,2,9,0.3459313559489655,4.489482338191354,21.320330450766804,4.4389472659392775,20.913268207876943,-16.338758945465088
1035,SMSEMOA,2,10,0.34936699917939973,4.184429095811787,21.292139041934227,4.086724979774517,20.88419473399932,-16.338758945465088
1036,SMSEMOA,2,11,0.3503969902530395,4.65130204246768,21.292139041934227,4.545528529393551,20.88419473399932,-16.338758945465088
1037,SMSEMOA,2,12,0.3566382006180242,4.592765403575486,20.96066125942621,4.419993542251108,20.744673988886262,-16.483168601989746
1038,SMSEMOA,2,13,0.35679253971654973,4.536841183175886,20.96066125942621,4.3046092053409035,20.744673988886262,-16.483168601989746
1039,SMSEMOA,2,14,0.35831149003901164,4.319353033291422,20.93995797908025,4.083741299285331,20.744608335192012,-16.483168601989746
1040,SMSEMOA,2,15,0.3964723383142309,4.428360509399633,12.847619181540168,4.2911602315323965,12.108565840464582,-27.704703330993652
1041,SMSEMOA,2,16,0.4063172561991344,4.309973258282025,12.856113937962235,4.1063466866348906,11.944229813535927,-27.704703330993652
1042,SMSEMOA,2,17,0.4099510967646306,4.880906138843398,12.624199007931601,4.677560017451737,11.87289664777392,-27.704703330993652
1043,SMSEMOA,2,18,0.4323726006039008,3.6708547815423933,12.159033684371389,3.458893193825167,11.530545114965138,-27.704703330993652
1044,SMSEMOA,2,19,0.4338459512512668,3.3018940754875556,12.095569976777199,3.135862049069654,11.500174810859594,-27.704703330993652
1045,SMSEMOA,2,20,0.44652668593629685,2.941034560281152,11.99549825046078,2.7782304205013695,11.437553332365765,-27.704703330993652
1046,SMSEMOA,2,21,0.46337119413386085,2.7883930847197758,11.932271198231154,2.67959398033307,11.24091245124923,-27.704703330993652
1047,SMSEMOA,2,22,0.5015971187442432,2.1089323018561776,10.924087148049374,2.005060000693473,10.5527866822469,-27.704703330993652
1048,SMSEMOA,2,23,0.5099818434417891,1.7975958000462258,10.941002099616286,1.6475003570576803,10.43804671658501,-27.704703330993652
1049,SMSEMOA,2,24,0.5104631638609575,1.868251205251721,10.926707617744462,1.698509812138398,10.423449319003396,-27.704703330993652
1050,SMSEMOA,3,0,0.14051260260981036,10.205505768452163,38.97599843154324,10.062171161174774,36.87682914460714,-3.8687291145324707
1051,SMSEMOA,3,1,0.20052429572191027,9.60014925210356,34.07221987480357,9.376629583859858,32.334809822155904,-4.370082855224609
1052,SMSEMOA,3,2,0.25282217850244804,8.966518749344718,28.516793482323795,8.707262311662946,26.779314909118217,-10.39686393737793
1053,SMSEMOA,3,3,0.25282217850244804,8.966518749344718,28.516793482323795,8.707262311662946,26.779314909118217,-10.39686393737793
1054,SMSEMOA,3,4,0.2916577260597464,6.798150661369667,26.19695564431555,6.662913315854003,24.45229898854609,-13.136173248291016
1055,SMSEMOA,3,5,0.3208608666189329,6.634996966998383,21.594739876616828,6.486845483720151,19.829352826702035,-17.53470754623413
1056,SMSEMOA,3,6,0.3229820398752165,6.234830807752758,20.104433442997067,6.10314060039433,19.806925521298567,-17.53470754623413
1057,SMSEMOA,3,7,0.32526446794832364,6.172000281442198,20.12772161928478,6.0370879783364115,19.727190877659464,-17.53470754623413
1058,SMSEMOA,3,8,0.3271952393218024,5.363807924746638,19.88196730121146,5.266489936751788,19.72323673630098,-17.53470754623413
1059,SMSEMOA,3,9,0.33297753128722796,5.778242058117614,19.6411328288977,5.609456213638021,19.528127963172153,-17.53470754623413
1060,SMSEMOA,3,10,0.35139006524233757,4.852608598770555,19.416619123972065,4.753714020924321,19.327395874156952,-17.53470754623413
1061,SMSEMOA,3,11,0.35964465611928553,4.33379732869116,19.289581942895484,4.2410836619603165,19.21461474821519,-17.53470754623413
1062,SMSEMOA,3,12,0.3657515793563936,4.237156118777498,19.20971931922725,4.1490538353003155,19.141041589256744,-17.53470754623413
1063,SMSEMOA,3,13,0.36839337635170344,3.965308859433113,19.147574225969915,3.8675632422031416,19.118777238693752,-17.53470754623413
1064,SMSEMOA,3,14,0.37025883993435527,4.223709065650524,19.135741862175028,4.120714477968813,18.988056778975757,-17.53470754623413
1065,SMSEMOA,3,15,0.4037423723551915,3.691497138543217,18.761211051074255,3.6058017868641667,18.47556539089399,-19.8427255153656
1066,SMSEMOA,3,16,0.41131062650041017,4.1868832654942985,18.67814899474287,4.067593635038853,18.28175084898238,-19.8427255153656
1067,SMSEMOA,3,17,0.413622411813511,3.4787754866847136,18.53550338070518,3.347556893183724,18.13910523494469,-19.8427255153656
